name,salary_from,salary_to,salary_currency,area_name,published_at
Механик по ремонту (автотранспорт),130000,140000,RUR,Красноярск,2022-12-19T13:09:06+0300
Оператор термической резки металла,40000,,RUR,Магнитогорск,2022-12-19T13:19:20+0300
Специалист по ремонту силового оборудования,80000,,RUR,Климовск (Московская область),2022-12-19T13:29:07+0300
Оператор станка лазерной резки,65000,,RUR,Сестрорецк,2022-12-19T13:37:15+0300
Специалист по обслуживанию (объекты операторов сотовой связи),30000,60000,RUR,Омск,2022-12-19T13:25:17+0300
Оператор ЧПУ/ПУ,56000,100100,RUR,Ижевск,2022-12-19T13:05:53+0300
SEO журналист,20000,30000,RUR,Тольятти,2022-12-19T13:53:09+0300
Токарь в г. Арзамас,112000,,RUR,Дзержинск (Нижегородская область),2022-12-19T13:40:19+0300
Фрезеровщик в г. Арзамас,112000,,RUR,Дзержинск (Нижегородская область),2022-12-19T13:40:19+0300
DevSecOps инженер,,250000,RUR,Краснодар,2022-12-19T13:12:09+0300
Шеф-редактор,90000,90000,RUR,Реутов,2022-12-19T13:35:36+0300
Слесарь KИПиA / радиомонтажник,50000,100000,RUR,Зеленоград,2022-12-19T13:26:00+0300
Токарь в г. Шумерля,110000,110000,RUR,Саранск,2022-12-19T13:39:05+0300
Токарь,90000,,RUR,Электросталь,2022-12-19T13:14:26+0300
Оператор станков с ЧПУ,115000,,RUR,Тула,2022-12-19T13:07:22+0300
Токарь 5 разряд,110000,110000,RUR,Новосибирск,2022-12-19T13:41:59+0300
Главный специалист отдела анализа кредитных проектов,69600,69600,RUR,Уфа,2022-12-19T13:23:13+0300
Инженер связи,27000,,RUR,Менделеевск,2022-12-19T13:22:33+0300
Токарь в г. Арзамас,112000,,RUR,Нижний Новгород,2022-12-19T13:40:19+0300
"Монтажник радио- и спецоборудования летательных аппаратов, Московская Область",,161200,RUR,Екатеринбург,2022-12-19T13:08:25+0300
Главный механик по транспорту,100000,,RUR,Москва,2022-12-19T13:10:55+0300
Токарь в г. Шумерля,110000,110000,RUR,Алатырь,2022-12-19T13:39:04+0300
"Механик (транспортная компания), Белосток",1200,,EUR,Польша,2022-12-19T13:17:20+0300
Senior Backend Developer (NestJs),,4500,USD,Москва,2022-12-19T13:21:49+0300
Специалист технической поддержки,43000,43000,RUR,Суходол (Самарская область),2022-12-19T13:28:33+0300
Оператор стеклоформующих машин,50000,,RUR,Гусь-Хрустальный,2022-12-19T13:30:15+0300
Оператор станков с ЧПУ токарной группы (м. Тушинская),80000,130000,RUR,Москва,2022-12-19T13:17:08+0300
"Сверловщик, Нижний Тагил",110000,,RUR,Курган,2022-12-19T13:22:41+0300
Токарь,52800,117260,RUR,Ижевск,2022-12-19T13:05:54+0300
Технический специалист Битрикс 24,35000,45000,RUR,Волгоград,2022-12-19T13:16:25+0300
Токарь 5 разряд,110000,110000,RUR,Тюмень,2022-12-19T13:41:59+0300
Оператор-наладчик (листогиб) с ЧПУ в г. Шумерля,110000,,RUR,Сергач,2022-12-19T13:39:05+0300
Инженер по гарантии,50000,,RUR,Набережные Челны,2022-12-19T13:33:14+0300
Оператор станков с программным управлением,60000,,RUR,Миасс,2022-12-19T13:11:54+0300
Фрезеровщик,117000,,RUR,Ижевск,2022-12-19T13:05:53+0300
Кабельщик-спайщик ВОЛС,50000,,RUR,Санкт-Петербург,2022-12-19T13:33:44+0300
Монтажник слаботочных систем,60000,,RUR,Санкт-Петербург,2022-12-19T13:38:08+0300
Токарь (оборонка),115000,,RUR,Нижний Новгород,2022-12-19T13:50:37+0300
Фрезеровщик в г. Арзамас,112000,,RUR,Выкса,2022-12-19T13:40:19+0300
Программист 1С,100000,140000,RUR,Хабаровск,2022-12-19T13:01:49+0300
Механик по транспорту,60000,,RUR,Владимир,2022-12-19T13:28:33+0300
Мастер канализационных сетей и станций,55080,,RUR,Краснодар,2022-12-19T13:20:28+0300
"Фрезеровщик, Оборонная промышленность",110000,,RUR,Нижний Новгород,2022-12-19T13:50:46+0300
Механик по ремонту (автотранспорт),130000,140000,RUR,Уфа,2022-12-19T13:09:07+0300
Оператор-наладчик (листогиб) с ЧПУ в г. Шумерля,110000,,RUR,Саранск,2022-12-19T13:39:05+0300
Токарь в г. Шумерля,110000,110000,RUR,Канаш,2022-12-19T13:39:05+0300
Фрезеровщик в г. Арзамас,112000,,RUR,Нижний Новгород,2022-12-19T13:40:19+0300
Механик по ремонту и техническому контролю,,37700,RUR,Юрга,2022-12-19T13:14:57+0300
Оператор-наладчик (листогиб) с ЧПУ в г. Шумерля,110000,,RUR,Алатырь,2022-12-19T13:39:05+0300
Механик,60000,,RUR,Дзержинск (Нижегородская область),2022-12-19T13:28:21+0300
Специалист службы технической поддержки,25000,,RUR,Самара,2022-12-19T13:47:51+0300
Golang разработчик,230000,,RUR,Москва,2022-12-19T13:13:02+0300
Токарь,,27000,RUR,Ольховатка,2022-12-19T13:32:09+0300
Токарь,20000,60000,RUR,Муром,2022-12-19T13:59:17+0300
Программист 1С,200000,200000,RUR,Москва,2022-12-19T13:18:43+0300
DBA Senior,200000,300000,RUR,Санкт-Петербург,2022-12-19T13:57:19+0300
Специалист по обслуживанию производственного оборудования,35000,45000,RUR,Магнитогорск,2022-12-19T13:49:44+0300
Менеджер проектов (системы безопасности),40000,55000,RUR,Ульяновск,2022-12-19T13:01:22+0300
"Фрезеровщик, Оборонная промышленность",110000,,RUR,Выкса,2022-12-19T13:50:53+0300
Механик,70000,100000,RUR,Лобня,2022-12-19T13:05:33+0300
Программист 1С,100000,140000,RUR,Южно-Сахалинск,2022-12-19T13:01:49+0300
Токарь в г. Арзамас,112000,,RUR,Выкса,2022-12-19T13:40:19+0300
Аналитик по информационной безопасности в IT-Компанию,100000,,RUR,Москва,2022-12-19T13:04:18+0300
Мастер по ремонту холодильного оборудования,74000,74000,RUR,Глазов,2022-12-19T13:59:00+0300
Оператор станков с ПУ,45000,65000,RUR,Чайковский,2022-12-19T13:33:08+0300
Токарь-карусельщик,105000,,RUR,Москва,2022-12-19T13:51:18+0300
Программист 1С,100000,140000,RUR,Красноярск,2022-12-19T13:01:49+0300
Токарь ДИП 500,105000,,RUR,Москва,2022-12-19T13:51:21+0300
Токарь - Фрезеровщик,50000,,RUR,Новокузнецк,2022-12-19T13:21:19+0300
Программист 1С,100000,140000,RUR,Новосибирск,2022-12-19T13:01:49+0300
Редактор-корректор / Главный редактор,45000,,RUR,Челябинск,2022-12-19T13:31:20+0300
Машинист экструдера,55000,,RUR,Дзержинск (Нижегородская область),2022-12-19T13:29:47+0300
Специалист 2-й линии техподдержки,22000,,RUR,Йошкар-Ола,2022-12-19T13:07:37+0300
"Токарь, г. Нижний Новгород",95000,,RUR,Нижний Новгород,2022-12-19T13:51:13+0300
Токарь в г. Шумерля,110000,110000,RUR,Димитровград,2022-12-19T13:39:05+0300
Электромеханик связи,30100,33700,RUR,Самара,2022-12-19T13:33:22+0300
Оператор станков с ЧПУ шлифовальная и токарная группа (м. Тушинская),80000,130000,RUR,Москва,2022-12-19T13:17:09+0300
Наладчик станков с программным управлением,75000,,RUR,Миасс,2022-12-19T13:10:43+0300
Оператор-наладчик (листогиб) с ЧПУ в г. Шумерля,110000,,RUR,Ульяновск,2022-12-19T13:39:05+0300
Оператор станков с ПУ (токарная/фрезерная группы),80000,130000,RUR,Москва,2022-12-19T13:17:08+0300
Оператор станков с ПУ - токарная группа,80000,130000,RUR,Москва,2022-12-19T13:17:08+0300
Оператор-наладчик (листогиб) с ЧПУ в г. Шумерля,110000,,RUR,Канаш,2022-12-19T13:39:05+0300
Оператор-наладчик (листогиб) с ЧПУ в г. Шумерля,110000,,RUR,Димитровград,2022-12-19T13:39:05+0300
Оператор фрезеровщик,75000,,RUR,Миасс,2022-12-19T13:11:47+0300
Инженер по инструменту,45000,65000,RUR,Домодедово,2022-12-19T13:54:03+0300
Механик по транспорту,60000,,RUR,Гусь-Хрустальный,2022-12-19T13:28:25+0300
Системный администратор Linux,44000,75000,RUR,Рыбинск,2022-12-19T13:45:43+0300
Оператор-наладчик (листогиб) с ЧПУ в г. Шумерля,110000,,RUR,Чебоксары,2022-12-19T13:39:05+0300
Middle / Senior Frontend Web Developer (NuxtJS / VueJS),150000,,RUR,Самара,2022-12-19T13:16:13+0300
Ученик мастера по ремонту бытовой техники,80000,,RUR,Волгоград,2022-12-19T13:14:23+0300
Senior Infrastructure/DevOps Engineer,4500,,USD,Москва,2022-12-19T13:33:18+0300
Аналитик 1С,,150000,RUR,Санкт-Петербург,2022-12-19T13:16:24+0300
Менеджер проектов (системы безопасности),40000,55000,RUR,Тольятти,2022-12-19T13:01:22+0300
Сервис-инженер (производство радиоэлектроники),45050,,RUR,Гусев,2022-12-19T13:25:27+0300
